test,,,,,,,,,,,,,,,,,,,,,,,,,,,
barcode,serial,category,faculty,location,location_barcode,user,make,model,item_status,purchase_value,current_value,notes,purchase_date,warranty_date,replacement_date,pat_status,pat_date,,,,,,,,,,
SPC1164,,FURN&EQ,Br Seaman Building,S102 Science,SPC9021,353,Blinds,Holland blinds,OK,1909.09,,,01-11-11,,01-07-18,,,,,,,,,,,,
SPC1166,,FURN&EQ,Br Seaman Building,S102 Science,SPC9021,353,Microscopes,Binocular Halogen,OK,313.95,,,01-05-11,,,,,,,,,,,,,,
SPC1167,,FURN&EQ,Br Seaman Building,S102 Science,SPC9021,353,Microscopes,x11 USBcamera,OK,224.64,,,04-03-11,,,,,,,,,,,,,,
SPC1168,,FURN&EQ,Br Seaman Building,S102 Science,SPC9021,353,Filing Cabinet,Namco,OK,281,,,01-11-11,,,,,,,,,,,,,,
SPC1169,,FURN&EQ,Br Seaman Building,S104 Chemistry,SPC9179,353,Projector Panasonic,PT-LB2,OK,822.56,,Ceiling mounted not necessary for PAT test as per AS 3760,04-02-11,0000-00-00,0000-00-00,N/A,0000-00-00,,,,,,,,,,
SPC1170,C02JX3QEDRV6,BUILDINGS,Br Seaman Building,S102 Science,SPC9021,353,Science Building,Buildings,OK,2726.89,,,21-12-05,,21-12-08,,,,,,,,,,,,
SPC1171,,FIXED EQUP,Br Seaman Building,S102 Science,SPC9021,353,Security Alarm,Security,OK,710,,,01-01-97,,,,,,,,,,,,,,
SPC1172,,FURN&EQ,Br Seaman Building,S102 Science,SPC9021,353,Speaker Kits,Speakers,OK,280,,,01-06-11,,,,,,,,,,,,,,
SPC1174,,FURN&EQ,Br Seaman Building,S102 Science,SPC9021,353,Stools,TRU POS 605H,OK,72.35,,,19-04-02,,,,,,,,,,,,,,
SPC1175,,FURN&EQ,Br Seaman Building,S102 Science,SPC9021,353,Microscope,Trinocular,OK,645.46,,,01-04-11,,,,,,,,,,,,,,
SPC1176,,FURN&EQ,Br Seaman Building,S102 Science,SPC9021,353,Trolleys,x 2 & 6 Tote Boxes,OK,192.1,,,04-02-11,,,,,,,,,,,,,,
SPC1177,,FURN&EQ,Br Seaman Building,S102 Science,SPC9021,353,Whiteboard,Porcelain 3000 x 1200,OK,313.64,,,04-02-11,,,,,,,,,,,,,,
SPC1178,,FURN&EQ,Br Seaman Building,S102 Science,SPC9021,353,Whiteboard,Porcelain 3600 x 1200,OK,354.55,,,04-02-11,,,,,,,,,,,,,,
SPC1179,,FURN&EQ,Br Seaman Building,S102 Science,SPC9021,353,Whiteboard Interactive,Panasonic UB-T880,OK,2250,,,04-02-11,,,,,,,,,,,,,,
SPC1180,,FURN&EQ,Br Seaman Building,S102 Science,SPC9021,353,Wraparound Pinboard,Wraparound Pinboards,OK,126.19,,,21-03-11,,,,,,,,,,,,,,
SPC1181,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Air Source,Variable Speed,OK,0,,Not Available,24-09-12,0000-00-00,0000-00-00,PASS,07-10-14,,,,,,,,,,
SPC1182,,Yearly Portable Electrical Equip,Br Seaman Building,S101 Physics,SPC9175,353,Amplifier,Audio,OK,0,,,06-06-05,,,PASS,02-10-14,,,,,,,,,,
SPC1186,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Blender,Tempo DLJ-1017,OK,0,,,03-05-11,,,PASS,24-09-13,,,,,,,,,,
SPC1187,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Blender,Black & Decker Slender,OK,0,,,03-05-11,,,PASS,01-10-14,,,,,,,,,,
SPC1188,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Blower,VAC Gardeners Choice GCBV2400EL,OK,0,,,03-05-11,,,PASS,03-05-12,,,,,,,,,,
SPC1189,,Yearly Portable Electrical Equip,Br Seaman Building,S106 Science Bio,SPC9023,353,Camera,Colour CCTV Camera WV CL 350,OK,0,,,05-06-05,,,PASS,26-09-14,,,,,,,,,,
SPC1190,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Canister Pump,Reptile One1250R Canister Filter,OK,0,,Not Available,24-09-12,0000-00-00,0000-00-00,PASS,01-10-14,,,,,,,,,,
SPC1195,,Yearly Portable Electrical Equip,Br Seaman Building,S106 Science Bio,SPC9023,353,Filter,Reptile One1250R Canister Filter,OK,0,,,26-09-13,,,PASS,30-09-14,,,,,,,,,,
SPC1196,,FURN&EQ,Br Seaman Building,S102 Science,SPC9021,353,Filter,Fluval 3 plus,OK,0,,Not Available,18-11-09,0000-00-00,0000-00-00,PASS,01-10-14,,,,,,,,,,
SPC1197,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Fog Machine,Pro Sound M6000,OK,0,,Not Available,18-11-09,0000-00-00,0000-00-00,PASS,07-10-14,,,,,,,,,,
SPC1198,,5 Yearly Portable Electrical Equip,Br Seaman Building,Science Anthea Ford Rm,SPC9173,353,Fridge,Daewoo FRS U201CW,OK,0,,,03-05-11,,,PASS,03-05-14,,,,,,,,,,
SPC1199,,5 Yearly Portable Electrical Equip,Br Seaman Building,S108 Science Office,SPC9193,353,Fridge,Kelvinator M130C,OK,0,,,17-12-07,,,PASS,30-09-14,,,,,,,,,,
SPC1200,,Yearly Portable Electrical Equip,Br Seaman Building,S101 Physics,SPC9175,353,Galvanometer,WPA,OK,0,,,05-06-05,,,PASS,02-10-14,,,,,,,,,,
SPC1201,,Yearly Portable Electrical Equip,Br Seaman Building,S101 Physics,SPC9175,353,Generator,Signal Generator,OK,0,,,06-06-05,,,PASS,07-10-14,,,,,,,,,,
SPC1202,,Yearly Portable Electrical Equip,Br Seaman Building,S101 Physics,SPC9175,353,Heater Iron,Ming Yang,OK,0,,,26-09-13,,,PASS,02-10-14,,,,,,,,,,
SPC1206,,Yearly Portable Electrical Equip,Br Seaman Building,S108 Science Office,SPC9193,353,Heater,Onix T2000,OK,0,,,18-11-09,,,PASS,30-09-14,,,,,,,,,,
SPC1210,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Heating Mantle,Electrthermal EM0100,OK,0,,Not Available,24-09-12,0000-00-00,0000-00-00,PASS,02-10-14,,,,,,,,,,
SPC1211,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Heating Mantle,Electrthermal EM0100,OK,0,,Not Available,24-09-12,0000-00-00,0000-00-00,PASS,02-10-14,,,,,,,,,,
SPC1212,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Heating Mantle,Electrthermal EM0100,OK,0,,Not Available,24-09-12,0000-00-00,0000-00-00,PASS,26-09-14,,,,,,,,,,
SPC1213,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Heating Mantle,Electrthermal EM0100,OK,0,,Not Available,24-09-12,0000-00-00,0000-00-00,PASS,02-10-14,,,,,,,,,,
SPC1214,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Heating Mantle,Electrthermal EM0100,OK,0,,Not Available,24-09-12,0000-00-00,0000-00-00,PASS,02-10-14,,,,,,,,,,
SPC1215,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Heating Mantle,Electrthermal EM0100,OK,0,,Not Available,24-09-12,0000-00-00,0000-00-00,PASS,02-10-14,,,,,,,,,,
SPC1216,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Heating Mantle,Electrthermal EM0100,OK,0,,Not Available,24-09-12,0000-00-00,0000-00-00,PASS,02-10-14,,,,,,,,,,
SPC4226,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Heating Plate,IEC Heating Plate,OK,0,,Not Available,05-06-05,0000-00-00,0000-00-00,PASS,01-10-14,,,,,,,,,,
SPC1221,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Hot Plate,Labmaster,OK,0,,Not Available,03-05-11,0000-00-00,0000-00-00,FAIL,02-10-14,,,,,,,,,,
SPC1223,,Yearly Portable Electrical Equip,Br Seaman Building,Science Anthea Ford Rm,SPC9173,353,Incubator,Watson Victor,OK,0,,,05-06-05,,,PASS,01-10-14,,,,,,,,,,
SPC1225,,Yearly Portable Electrical Equip,Br Seaman Building,S108 Science Office,SPC9193,353,Kettle,Solutions CM 2245CK,OK,0,,,18-11-09,,,PASS,26-09-14,,,,,,,,,,
SPC1228,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Laser Light Show,Rave Green Twinkle DMX,OK,0,,Not Available,24-09-12,0000-00-00,0000-00-00,PASS,02-10-14,,,,,,,,,,
SPC1229,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Light,Strobe Light,OK,0,,Not Available,06-06-05,0000-00-00,0000-00-00,PASS,01-10-14,,,,,,,,,,
SPC1230,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Light,IEC Spectral Light Source,OK,0,,Not Available,26-09-13,0000-00-00,0000-00-00,PASS,02-10-14,,,,,,,,,,
SPC1231,,Yearly Portable Electrical Equip,Br Seaman Building,S106 Science Bio,SPC9023,353,Light,Aquarium Fluorescent Light Fittings,OK,0,,,05-06-05,,,PASS,30-09-14,,,,,,,,,,
SPC1232,,Yearly Portable Electrical Equip,Br Seaman Building,S106 Science Bio,SPC9023,353,Light,Desk Lamp,OK,0,,,06-06-05,,,PASS,24-09-13,,,,,,,,,,
SPC1233,,Yearly Portable Electrical Equip,Br Seaman Building,S106 Science Bio,SPC9023,353,Light,Table Lamp,OK,0,,,06-06-05,,,PASS,24-09-13,,,,,,,,,,
SPC1234,,Yearly Portable Electrical Equip,Br Seaman Building,S108 Science Office,SPC9193,353,Light,IEC Lap Lamp,OK,0,,,05-06-05,,,PASS,01-10-14,,,,,,,,,,
SPC1235,,Yearly Portable Electrical Equip,Br Seaman Building,S108 Science Office,SPC9193,353,Light,Olympus,OK,0,,,05-06-05,,,PASS,01-10-14,,,,,,,,,,
SPC1236,,Yearly Portable Electrical Equip,Br Seaman Building,S108 Science Office,SPC9193,353,Light,Olympus,OK,0,,,05-06-05,,,PASS,01-10-14,,,,,,,,,,
SPC1238,,Yearly Portable Electrical Equip,Br Seaman Building,S105 Science,SPC9022,353,Light,Olympus Lap Lamp,OK,0,,,24-09-12,,,PASS,01-10-14,,,,,,,,,,
SPC1239,,Yearly Portable Electrical Equip,Br Seaman Building,S106 Science Bio,SPC9023,353,Light,Fluro,OK,0,,,24-09-12,,,PASS,30-09-14,,,,,,,,,,
SPC1240,,Yearly Portable Electrical Equip,Br Seaman Building,S108 Science Office,SPC9193,353,Microscope,Focus,OK,0,,,03-05-11,,,PASS,26-09-14,,,,,,,,,,
SPC1241,,Yearly Portable Electrical Equip,Br Seaman Building,S108 Science Office,SPC9193,353,Microscope,Focus,OK,0,,,03-05-11,,,PASS,26-09-14,,,,,,,,,,
SPC1242,,Yearly Portable Electrical Equip,Br Seaman Building,S105 Science,SPC9022,353,Microscope,AIS Optical,OK,0,,,05-06-05,,,PASS,01-10-14,,,,,,,,,,
SPC1243,,Yearly Portable Electrical Equip,Br Seaman Building,S108 Science Office,SPC9193,353,Microscope,Focus,OK,0,,,03-05-11,,,PASS,26-09-14,,,,,,,,,,
SPC1244,,Yearly Portable Electrical Equip,Br Seaman Building,S105 Science,SPC9022,353,Microscope,Swift,OK,0,,,06-06-05,,,PASS,01-10-14,,,,,,,,,,
SPC1245,,Yearly Portable Electrical Equip,Br Seaman Building,S105 Science,SPC9022,353,Microscope,Swift,OK,0,,,06-06-05,,,PASS,30-09-14,,,,,,,,,,
SPC1246,,Yearly Portable Electrical Equip,Br Seaman Building,S105 Science,SPC9022,353,Microscope,Swift,OK,0,,,06-06-05,,,PASS,01-10-14,,,,,,,,,,
SPC1248,,Yearly Portable Electrical Equip,Br Seaman Building,S105 Science,SPC9022,353,Microscope,AIS Optical,OK,0,,,05-06-05,,,PASS,01-10-14,,,,,,,,,,
SPC1249,,Yearly Portable Electrical Equip,Br Seaman Building,S108 Science Office,SPC9193,353,Microscope,Focus,OK,0,,,03-05-11,,,PASS,26-09-14,,,,,,,,,,
SPC1251,,Yearly Portable Electrical Equip,Br Seaman Building,Science Anthea Ford Rm,SPC9173,353,Microscope,Olympus,OK,0,,,05-06-05,,,FAIL,01-10-14,,,,,,,,,,
SPC1252,,Yearly Portable Electrical Equip,Br Seaman Building,Science Anthea Ford Rm,SPC9173,353,Microscope,Olympus,OK,0,,,12-07-05,,,PASS,03-05-12,,,,,,,,,,
SPC1253,,Yearly Portable Electrical Equip,Br Seaman Building,S105 Science,SPC9022,353,Microscope,AIS Optical,OK,0,,,05-06-05,,,PASS,01-10-14,,,,,,,,,,
SPC1254,,Yearly Portable Electrical Equip,Br Seaman Building,Science Anthea Ford Rm,SPC9173,353,Microscope,Olympus,OK,0,,,05-06-05,,,PASS,03-05-12,,,,,,,,,,
SPC1256,,Yearly Portable Electrical Equip,Br Seaman Building,Science Anthea Ford Rm,SPC9173,353,Microscope,Olympus,OK,0,,,05-06-05,,,FAIL,01-10-14,,,,,,,,,,
SPC1257,,Yearly Portable Electrical Equip,Br Seaman Building,S108 Science Office,SPC9193,353,Microscope,Focus,OK,0,,,03-05-11,,,PASS,26-09-14,,,,,,,,,,
SPC1259,,Yearly Portable Electrical Equip,Br Seaman Building,S105 Science,SPC9022,353,Microscope,AIS Optical,OK,0,,,05-06-05,,,PASS,01-10-14,,,,,,,,,,
SPC1261,,Yearly Portable Electrical Equip,Br Seaman Building,S105 Science,SPC9022,353,Microscope,AIS Optical,OK,0,,,05-06-05,,,PASS,01-10-14,,,,,,,,,,
SPC1264,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Microscope,Searcher,OK,0,,Not Available,03-05-11,0000-00-00,0000-00-00,PASS,01-10-14,,,,,,,,,,
SPC1266,,Yearly Portable Electrical Equip,Br Seaman Building,Science Anthea Ford Rm,SPC9173,353,Microscope,Swift,OK,0,,,06-06-05,,,PASS,01-10-14,,,,,,,,,,
SPC1267,,Yearly Portable Electrical Equip,Br Seaman Building,S105 Science,SPC9022,353,Microscope,AIS Optical,OK,0,,,05-06-05,,,PASS,01-10-14,,,,,,,,,,
SPC1268,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Microscope,Searcher,OK,0,,Not Available,03-05-11,0000-00-00,0000-00-00,PASS,26-09-14,,,,,,,,,,
SPC1269,,Yearly Portable Electrical Equip,Br Seaman Building,S106 Science Bio,SPC9023,353,Microscope,AIS Optical,OK,0,,,05-06-05,,,PASS,26-09-14,,,,,,,,,,
SPC1270,,Yearly Portable Electrical Equip,Br Seaman Building,S105 Science,SPC9022,353,Microscope,AIS Optical,OK,0,,,05-06-05,,,PASS,26-09-14,,,,,,,,,,
SPC1271,,Yearly Portable Electrical Equip,Br Seaman Building,S105 Science,SPC9022,353,Microscope,AIS Optical,OK,0,,,05-06-05,,,PASS,01-10-14,,,,,,,,,,
SPC1272,,Yearly Portable Electrical Equip,Br Seaman Building,Science Anthea Ford Rm,SPC9173,353,Microscope,Olympus,OK,0,,,05-06-05,,,PASS,03-05-12,,,,,,,,,,
SPC1273,,Yearly Portable Electrical Equip,Br Seaman Building,S105 Science,SPC9022,353,Microscope,Olympus,OK,0,,,12-07-05,,,PASS,24-09-13,,,,,,,,,,
SPC1274,,Yearly Portable Electrical Equip,Br Seaman Building,Science Anthea Ford Rm,SPC9173,353,Microscope,Swift,OK,0,,,06-06-05,,,PASS,03-05-12,,,,,,,,,,
SPC1275,,5 Yearly Portable Electrical Equip,Br Seaman Building,S108 Science Office,SPC9193,353,Microwave,Panasonic Variable Power Cooki,OK,0,,,03-05-11,,,PASS,01-10-14,,,,,,,,,,
SPC1276,,FURN&EQ,Br Seaman Building,S101 Physics,SPC9175,353,Microwave Transmitter,Microwave Transmitter,OK,0,,,05-06-05,,,PASS,02-10-14,,,,,,,,,,
SPC1278,,Yearly Portable Electrical Equip,Br Seaman Building,S101 Physics,SPC9175,353,Oscilloscope,TRW Oscilloscope Single Beam,OK,0,,,06-06-05,,,PASS,07-10-14,,,,,,,,,,
SPC1279,,Yearly Portable Electrical Equip,Br Seaman Building,S101 Physics,SPC9175,353,Oscilloscope,Trio CS 1562,OK,0,,,12-07-05,,,PASS,07-10-14,,,,,,,,,,
SPC1280,,Yearly Portable Electrical Equip,Br Seaman Building,S101 Physics,SPC9175,353,Oscilloscope,Dick Smith G 1802,OK,0,,,12-07-05,,,PASS,07-10-14,,,,,,,,,,
SPC1283,,FURN&EQ,Br Seaman Building,S106 Science Bio,SPC9023,353,Projector,Hanimex Classmate LVQ,OK,0,,,05-06-05,,,PASS,30-09-14,,,,,,,,,,
SPC1284,,FURN&EQ,Br Seaman Building,S106 Science Bio,SPC9023,353,Projector,Maprack,OK,0,,,27-05-05,,,PASS,30-09-14,,,,,,,,,,
SPC1286,,Yearly Portable Electrical Equip,Br Seaman Building,S108 Science Office,SPC9193,353,Power Supply,LV,OK,0,,Not Available,05-06-05,0000-00-00,0000-00-00,PASS,13-11-14,,,,,,,,,,
SPC1287,,Yearly Portable Electrical Equip,Br Seaman Building,S101 Physics,SPC9175,353,Power Supply,IEC HV,OK,0,,,05-06-05,,,PASS,02-10-14,,,,,,,,,,
SPC1288,,Yearly Portable Electrical Equip,Br Seaman Building,S105 Science,SPC9022,353,Power Supply,LV,OK,0,,,05-06-05,,,PASS,01-10-14,,,,,,,,,,
SPC1289,,Yearly Portable Electrical Equip,Br Seaman Building,S101 Physics,SPC9175,353,Power Supply,IEC Dual,OK,0,,,05-06-05,,,PASS,02-10-14,,,,,,,,,,
SPC1290,,Yearly Portable Electrical Equip,Br Seaman Building,S101 Physics,SPC9175,353,Power Supply,IEC Dual,OK,0,,,05-06-05,,,PASS,02-10-14,,,,,,,,,,
SPC1291,,Yearly Portable Electrical Equip,Br Seaman Building,S101 Physics,SPC9175,353,Power Supply,IEC Dual,OK,0,,,18-07-06,,,PASS,02-10-14,,,,,,,,,,
SPC1292,,Yearly Portable Electrical Equip,Br Seaman Building,S108 Science Office,SPC9193,353,Power Supply,LV,OK,0,,,05-06-05,,,PASS,01-10-14,,,,,,,,,,
SPC1293,,Yearly Portable Electrical Equip,Br Seaman Building,S108 Science Office,SPC9193,353,Power Supply,LV,OK,0,,,05-06-05,,,PASS,01-10-14,,,,,,,,,,
SPC1294,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Power Supply,IEC Mini,OK,0,,Not Available,03-05-11,0000-00-00,0000-00-00,PASS,02-10-14,,,,,,,,,,
SPC1296,,Yearly Portable Electrical Equip,Br Seaman Building,S101 Physics,SPC9175,353,Power Supply,AC/DC Power Supply,OK,0,,,05-06-05,,,PASS,02-10-14,,,,,,,,,,
SPC1297,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Power Supply,IEC Mini PAK,OK,0,,Not Available,03-05-11,0000-00-00,0000-00-00,PASS,02-10-14,,,,,,,,,,
SPC1298,,Yearly Portable Electrical Equip,Br Seaman Building,S101 Physics,SPC9175,353,Power Supply,IEC Mini PAK,OK,0,,,03-05-11,,,PASS,26-09-14,,,,,,,,,,
SPC1300,,Yearly Portable Electrical Equip,Br Seaman Building,S101 Physics,SPC9175,353,Power Supply,IEC EHV,OK,0,,,05-06-05,,,PASS,02-10-14,,,,,,,,,,
SPC1301,,Yearly Portable Electrical Equip,Br Seaman Building,S108 Science Office,SPC9193,353,Power Supply,LV,OK,0,,,05-06-05,,,PASS,01-10-14,,,,,,,,,,
SPC1302,,Yearly Portable Electrical Equip,Br Seaman Building,S101 Physics,SPC9175,353,Power Supply,A&R Electronic PS 137,OK,0,,,11-07-06,,,PASS,02-10-14,,,,,,,,,,
SPC1303,,Yearly Portable Electrical Equip,Br Seaman Building,S101 Physics,SPC9175,353,Power Supply,IEC Dual,OK,0,,,05-06-05,,,PASS,02-10-14,,,,,,,,,,
SPC1304,,Yearly Portable Electrical Equip,Br Seaman Building,S105 Science,SPC9022,353,Power Supply,LV,OK,0,,,05-06-05,,,PASS,01-10-14,,,,,,,,,,
SPC1307,,Yearly Portable Electrical Equip,Br Seaman Building,S108 Science Office,SPC9193,353,Power Supply,LV,OK,0,,,05-06-05,,,PASS,01-10-14,,,,,,,,,,
SPC1309,,Yearly Portable Electrical Equip,Br Seaman Building,S105 Science,SPC9022,353,Power Supply,LV,OK,0,,,05-06-05,,,PASS,01-10-14,,,,,,,,,,
SPC1310,,Yearly Portable Electrical Equip,Br Seaman Building,S108 Science Office,SPC9193,353,Power Supply,IEC NI 471,OK,0,,Not Available,29-05-07,0000-00-00,0000-00-00,PASS,13-11-14,,,,,,,,,,
SPC1311,,Yearly Portable Electrical Equip,Br Seaman Building,S108 Science Office,SPC9193,353,Power Supply,ST 907A,OK,0,,,29-05-07,,,PASS,01-10-14,,,,,,,,,,
SPC1313,,Yearly Portable Electrical Equip,Br Seaman Building,S101 Physics,SPC9175,353,Power Supply,IEC 265 1,OK,0,,,24-09-12,,,PASS,02-10-14,,,,,,,,,,
SPC1314,,Yearly Portable Electrical Equip,Br Seaman Building,S108 Science Office,SPC9193,353,Power Supply,IEC LV,OK,0,,,18-07-06,,,PASS,01-10-14,,,,,,,,,,
SPC1316,,Yearly Portable Electrical Equip,Br Seaman Building,S101 Physics,SPC9175,353,Power Supply,IEC,OK,0,,,12-07-05,,,PASS,02-10-14,,,,,,,,,,
SPC1318,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Pump,Rena 301,OK,0,,Not Available,11-07-05,0000-00-00,0000-00-00,PASS,13-11-14,,,,,,,,,,
SPC1319,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Pump,Fluval Plus 3,OK,0,,Not Available,18-11-09,0000-00-00,0000-00-00,PASS,01-10-14,,,,,,,,,,
SPC1325,,Yearly Portable Electrical Equip,Br Seaman Building,S101 Physics,SPC9175,353,Radio,Panasonic RX ES22,OK,0,,,11-07-05,,,PASS,02-10-14,,,,,,,,,,
SPC1326,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Radio,Sony CDF V20,OK,0,,Not Available,12-11-09,0000-00-00,0000-00-00,PASS,01-10-14,,,,,,,,,,
SPC1328,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Rope Light,Santa Rope Light,OK,0,,Not Available,03-05-11,0000-00-00,0000-00-00,PASS,02-10-14,,,,,,,,,,
SPC4225,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Sewing Machine,Janome Sewing Machine,OK,0,,Not Available,03-06-05,0000-00-00,0000-00-00,PASS,01-10-14,,,,,,,,,,
SPC1333,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Soldering Iron,Duratech TS 1465,OK,0,,Not Available,03-05-11,0000-00-00,0000-00-00,PASS,07-10-14,,,,,,,,,,
SPC1334,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Soldering Iron,Supercraft KTB 60,OK,0,,Not Available,24-09-12,0000-00-00,0000-00-00,PASS,01-10-14,,,,,,,,,,
SPC1336,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Spectral Light Source,IEC AA Spectrometry,OK,0,,Not Available,03-05-11,0000-00-00,0000-00-00,PASS,02-10-14,,,,,,,,,,
SPC1337,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Spectrometer,IEC AA Light Source,OK,0,,Not Available,11-07-05,0000-00-00,0000-00-00,PASS,02-10-14,,,,,,,,,,
SPC1338,,Yearly Portable Electrical Equip,Br Seaman Building,Science Anthea Ford Rm,SPC9173,353,Sterilizer,Siltex AC3D,OK,0,,,18-11-09,,,PASS,01-10-14,,,,,,,,,,
SPC1340,,Yearly Portable Electrical Equip,Br Seaman Building,S101 Physics,SPC9175,353,Timer,Labex,OK,0,,,12-07-05,,,PASS,02-10-14,,,,,,,,,,
SPC1341,,Yearly Portable Electrical Equip,Br Seaman Building,S108 Science Office,SPC9193,353,Toaster,Breville SG 600,OK,0,,,18-11-09,,,PASS,01-10-14,,,,,,,,,,
SPC1343,,Yearly Portable Electrical Equip,Br Seaman Building,S106 Science Bio,SPC9023,353,TV,Panasonic,OK,0,,,25-05-05,,,PASS,30-09-14,,,,,,,,,,
SPC1347,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,UV Canopy Light,Exo Terra Mini,OK,0,,,24-09-12,,,PASS,01-10-14,,,,,,,,,,
SPC1348,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,UV Lamp,FSE VL 6L,OK,0,,Not Available,03-05-11,0000-00-00,0000-00-00,PASS,02-10-14,,,,,,,,,,
SPC1349,,Yearly Portable Electrical Equip,Br Seaman Building,S104 Chemistry,SPC9179,353,UV Light,Aqua World AR 90,OK,0,,,24-09-12,,,PASS,01-10-14,,,,,,,,,,
SPC1350,,Yearly Portable Electrical Equip,Br Seaman Building,S101 Physics,SPC9175,353,Vacuum Pump,CPS VP2DA,OK,0,,,03-05-11,,,PASS,02-10-14,,,,,,,,,,
SPC1351,,Yearly Portable Electrical Equip,Br Seaman Building,S101 Physics,SPC9175,353,Van De Graaff,IEC Generator,OK,0,,,12-07-05,,,PASS,02-10-14,,,,,,,,,,
SPC1352,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Van De Graaff,IEC Generator,OK,0,,Not Available,05-06-05,0000-00-00,0000-00-00,PASS,02-10-14,,,,,,,,,,
SPC1353,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Water bath,Fried Electronics WB 14,OK,0,,Not Available,05-06-05,0000-00-00,0000-00-00,PASS,02-10-14,,,,,,,,,,
SPC1354,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Water Bolier,Korjo,OK,0,,Not Available,11-07-05,0000-00-00,0000-00-00,PASS,13-11-14,,,,,,,,,,
SPC1358,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Water Distiller,Water Distiller,OK,0,,,03-05-11,,,PASS,01-10-14,,,,,,,,,,
SPC1360,,Yearly Portable Electrical Equip,Br Seaman Building,S102 Science,SPC9021,353,Water Heater,Aqua One,OK,0,,Not Available,24-09-12,0000-00-00,0000-00-00,PASS,01-10-14,,,,,,,,,,
SPCMV00006,12800765,MOTOR VEH,Brothers House,Business Manager Office,SPC9027,353,Minibus Mazda VEH 400,Paint & Repairs,OK,7200,,,20-01-04,,,,,,,,,,,,,,
SPC1364,12800766,FURN&EQ,Brothers House,Business Manager Office,SPC9027,350,Bookshelf,Agenda 900x390x1800h Beech Black,OK,460,,Not Available,18-07-08,0000-00-00,0000-00-00,N/A,0000-00-00,,,,,,,,,,
SPC1365,12800767,FURN&EQ,Brothers House,Business Manager Office,SPC9027,792,Credenza,Agenda 1200x515x720 Beech Black,OK,605,,Not Available,01-08-08,0000-00-00,0000-00-00,N/A,0000-00-00,,,,,,,,,,
SPC1366,12800768,FURN&EQ,Brothers House,Business Manager Office,SPC9027,792,Cupboard,Agenda 900x445x1800 lockable,OK,876,,Not Available,18-07-08,0000-00-00,0000-00-00,N/A,0000-00-00,,,,,,,,,,
SPC1367,12800769,FURN&EQ,Brothers House,Business Manager Office,SPC9027,792,Desk,Agenda & return 1800x900x720h Beech Black,OK,364.5,,,18-07-08,,,,,,,,,,,,,,
